"article","indiv","dpi","sample_type","val_total","val_sg","val_inf","lod_total","lod_sg","lod_inf","loq_total","loq_sg","loq_inf","tg_total","tg_sg","sample_grp","sample_rep","units_inf","animal_species","sex","age_class_stand","age_class_rep","age_years_rep","inoc_dose_total_pfu","inoc_dose_total_TCID","inoc_route","inoc_dose_units_rep","cell_line","viral_strain","units_total","units_sg","culture_assay"
"Speranza et al. 2020","ES_AGM7",10,"Invasive","3.82","< LOD",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","E","Colon","Colon",NA,"african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL",NA
"Speranza et al. 2020","ES_AGM7",10,"Invasive","5.27","< LOD",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","E","Trachea","Trachea",NA,"african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL",NA
"Speranza et al. 2020","ES_AGM7",10,"Invasive","4.49","< LOD",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","E","Bronchus (Right)","Bronchus (right)",NA,"african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL",NA
"Speranza et al. 2020","ES_AGM8",1,"Non-invasive","6.201542","< LOD","0.75","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Nasal Sample","Nasal Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",3,"Non-invasive","6.85813","5.301477","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Nasal Sample","Nasal Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",5,"Non-invasive","3.516375","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Nasal Sample","Nasal Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",7,"Non-invasive","3.083627","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Nasal Sample","Nasal Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",10,"Non-invasive","4.559339","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Nasal Sample","Nasal Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",1,"Non-invasive","6.549156","4.854104","1.25","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",3,"Non-invasive","4.970142","3.612418","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",5,"Non-invasive","< LOD",NA,"Neg","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL",NA,"TCID50"
"Speranza et al. 2020","ES_AGM8",7,"Non-invasive","4.581195","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",10,"Non-invasive","4.440258","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",1,"Non-invasive","2.282896","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",3,"Non-invasive","2.634121","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",7,"Non-invasive","3.980753","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",10,"Non-invasive","3.208492","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",1,"Non-invasive","8.699333","7.279681","5.25","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","BAL","BAL","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",3,"Non-invasive","7.242459","6.140594","2.25","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","BAL","BAL","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",5,"Non-invasive","7.529339","6.63477","0.75","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","BAL","BAL","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",10,"Invasive","7.52","6.57","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Lung (Right upper)","Lung (right upper lobe)","+/- virus isolation","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",10,"Invasive","5.68","4.57","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Lung (Right middle)","Lung (right middle lobe)","+/- virus isolation","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",10,"Invasive","8.1199999999999992","6.89","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Lung (Right lower)","Lung (right lower lobe)","+/- virus isolation","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",10,"Invasive","5.67","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Lung (Left upper)","Lung (left upper lobe)","+/- virus isolation","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",10,"Invasive","5.57","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Lung (Left middle)","Lung (left middle lobe)","+/- virus isolation","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",10,"Invasive","7.72","6.69","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Lung (Left lower)","Lung (left lower lobe)","+/- virus isolation","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",10,"Invasive","6.96","5.78","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Small intestine (Duodenum)","Duodenum","+/- virus isolation","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",10,"Invasive","6.45","5.2","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Small intestine (Jejunum)","Jejunum","+/- virus isolation","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",10,"Invasive","8.75","8.14","Pos","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Small intestine (Ileum)","Ileum","+/- virus isolation","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",10,"Invasive","7.66","5.84","Pos","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Colon (Cecum)","Cecum","+/- virus isolation","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",10,"Invasive","6.54","5.31","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Colon","Colon","+/- virus isolation","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM8",10,"Invasive","< LOD","< LOD",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","E","Oropharynx","Oropharynx",NA,"african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL",NA
"Speranza et al. 2020","ES_AGM8",10,"Invasive","5.91","2.4",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","E","Trachea","Trachea",NA,"african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL",NA
"Speranza et al. 2020","ES_AGM9",1,"Non-invasive","5.064047","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Nasal Sample","Nasal Swab","log10 TCID50/mL","african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM9",3,"Non-invasive","4.23551","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Nasal Sample","Nasal Swab","log10 TCID50/mL","african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM9",5,"Non-invasive","4.682067","3.017641","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Nasal Sample","Nasal Swab","log10 TCID50/mL","african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM9",7,"Non-invasive","4.172774","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Nasal Sample","Nasal Swab","log10 TCID50/mL","african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM9",10,"Non-invasive","< LOD",NA,"Neg","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"Nasal Sample","Nasal Swab","log10 TCID50/mL","african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL",NA,"TCID50"
"Speranza et al. 2020","ES_AGM9",1,"Non-invasive","4.276432","2.706512","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM9",3,"Non-invasive","< LOD",NA,"Neg","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL",NA,"TCID50"
"Speranza et al. 2020","ES_AGM9",5,"Non-invasive","5.522439","3.453022","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM9",7,"Non-invasive","5.060518","3.557371","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM9",10,"Non-invasive","3.055927","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM9",1,"Non-invasive","9.699856","7.892612","6","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","BAL","BAL","log10 TCID50/mL","african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM9",3,"Non-invasive","6.171201","5.16973","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","BAL","BAL","log10 TCID50/mL","african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM9",5,"Non-invasive","7.482723","6.5893","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","BAL","BAL","log10 TCID50/mL","african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM9",10,"Invasive","< LOD",NA,"Neg","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"Lung (Right upper)","Lung (right upper lobe)","+/- virus isolation","african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL",NA,"TCID50"
"Speranza et al. 2020","ES_AGM9",10,"Invasive","< LOD",NA,"Neg","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"Lung (Right middle)","Lung (right middle lobe)","+/- virus isolation","african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL",NA,"TCID50"
"Speranza et al. 2020","ES_AGM9",10,"Invasive","6.18","4.58","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Lung (Right lower)","Lung (right lower lobe)","+/- virus isolation","african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM9",10,"Invasive","< LOD","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Lung (Left upper)","Lung (left upper lobe)","+/- virus isolation","african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM9",10,"Invasive","< LOD",NA,"Neg","Unknown",NA,"Unknown","Unknown",NA,"Unknown","E",NA,"Lung (Left middle)","Lung (left middle lobe)","+/- virus isolation","african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL",NA,"TCID50"
"Speranza et al. 2020","ES_AGM9",10,"Invasive","6.38","4.92","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Lung (Left lower)","Lung (left lower lobe)","+/- virus isolation","african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM9",10,"Invasive","5.07","< LOD",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","E","Colon (Cecum)","Cecum",NA,"african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL",NA
"Speranza et al. 2020","ES_AGM9",10,"Invasive","3.75","< LOD",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","E","Colon","Colon",NA,"african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL",NA
"Speranza et al. 2020","ES_AGM9",10,"Invasive","4.08","< LOD",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","E","Trachea","Trachea",NA,"african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL",NA
"Speranza et al. 2020","ES_AGM9",10,"Invasive","5.11","< LOD",NA,"Unknown","Unknown",NA,"Unknown","Unknown",NA,"E","E","Bronchus (Right)","Bronchus (right)",NA,"african green monkey","Male","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL",NA
"Speranza et al. 2020","ES_AGM10",1,"Non-invasive","7.063504","4.89108","2.75","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Nasal Sample","Nasal Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM10",3,"Non-invasive","5.978633","4.468856","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Nasal Sample","Nasal Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM10",5,"Non-invasive","3.500531","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Nasal Sample","Nasal Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM10",7,"Non-invasive","4.023741","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Nasal Sample","Nasal Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM10",10,"Non-invasive","2.643679","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Nasal Sample","Nasal Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM10",1,"Non-invasive","7.151957","5.14508","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
"Speranza et al. 2020","ES_AGM10",3,"Non-invasive","2.560635","< LOD","Neg","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","E","E","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","african green monkey","Female","Adult","Adult","Unknown (wild-caught)",1820000,2600000,"IT, IN, OR, OC","TCID50","Vero E6","SARS-CoV-2/human/USA/WA1/2020","log10 gRNA copies/mL","log10 sgRNA copies/mL","TCID50"
