"","article","indiv","dpi","dpi_idx","sample_type","st_idx","sample_rep","val_total","pos_total","cens_total","val_sg","pos_sg","cens_sg","val_inf","pos_inf","lodq_sg","lodq_total","tg_total","tg_sg","tg_idx","cell_line","cell_idx","culture_assay","assay_idx","animal_species","sp_idx","age_class_stand","age_years_rep","age_class_rep","age_idx","sex","sex_idx","units_total","units_sg","units_inf","lod_total","loq_total","lod_sg","loq_sg","lod_inf","loq_inf","sample_grp","inoc_dose_total_pfu","inoc_dose_total_TCID","inoc_route","inoc_dose_units_rep","viral_strain","organ_system","log10_dose_pfu"
"1630","Speranza et al. 2020","ES_AGM6",1,1,"Non-invasive",0,"Throat Swab","7.846312",1,0,"6.046322",1,0,"3.75",1,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Oropharyngeal Sample",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
"1631","Speranza et al. 2020","ES_AGM6",3,2,"Non-invasive",0,"Throat Swab","6.191116",1,0,"4.667893",1,0,"0.75",1,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Oropharyngeal Sample",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
"1632","Speranza et al. 2020","ES_AGM6",3,3,"Invasive",1,"Lung (right upper lobe)","8.88",1,0,"8.11",1,0,"Pos",1,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL","+/- virus isolation","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Lung (Right upper)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1633","Speranza et al. 2020","ES_AGM6",3,3,"Invasive",1,"Lung (right middle lobe)","8.8",1,0,"8.26",1,0,"Pos",1,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL","+/- virus isolation","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Lung (Right middle)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1634","Speranza et al. 2020","ES_AGM6",3,3,"Invasive",1,"Lung (right lower lobe)","9.09",1,0,"8.47",1,0,"Pos",1,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL","+/- virus isolation","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Lung (Right lower)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1635","Speranza et al. 2020","ES_AGM6",3,3,"Invasive",1,"Lung (left upper lobe)","8.29",1,0,"7.43",1,0,"Pos",1,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL","+/- virus isolation","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Lung (Left upper)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1636","Speranza et al. 2020","ES_AGM6",3,3,"Invasive",1,"Lung (left middle lobe)","8.15",1,0,"7.46",1,0,"Pos",1,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL","+/- virus isolation","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Lung (Left middle)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1637","Speranza et al. 2020","ES_AGM6",3,3,"Invasive",1,"Lung (left lower lobe)","8.78",1,0,"8.33",1,0,"Pos",1,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL","+/- virus isolation","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Lung (Left lower)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1638","Speranza et al. 2020","ES_AGM6",3,3,"Invasive",1,"Stomach","5.43",1,0,"2.77",1,0,NA,NA,-9,-9,"E","E",4,NA,NA,NA,NA,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,"Stomach",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","GI",6.26007138798508
"1639","Speranza et al. 2020","ES_AGM6",3,3,"Invasive",1,"Duodenum","-9",0,1,"-9",0,1,NA,NA,-9,-9,"E","E",4,NA,NA,NA,NA,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,"Small intestine (Duodenum)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","GI",6.26007138798508
"1640","Speranza et al. 2020","ES_AGM6",3,3,"Invasive",1,"Jejunum","4.57",1,0,"-9",0,1,NA,NA,-9,-9,"E","E",4,NA,NA,NA,NA,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,"Small intestine (Jejunum)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","GI",6.26007138798508
"1641","Speranza et al. 2020","ES_AGM6",3,3,"Invasive",1,"Ileum","-9",0,1,"-9",0,1,NA,NA,-9,-9,"E","E",4,NA,NA,NA,NA,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,"Small intestine (Ileum)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","GI",6.26007138798508
"1642","Speranza et al. 2020","ES_AGM6",3,3,"Invasive",1,"Cecum","3.42",1,0,"-9",0,1,NA,NA,-9,-9,"E","E",4,NA,NA,NA,NA,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,"Colon (Cecum)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","GI",6.26007138798508
"1643","Speranza et al. 2020","ES_AGM6",3,3,"Invasive",1,"Colon","4.18",1,0,"-9",0,1,NA,NA,-9,-9,"E","E",4,NA,NA,NA,NA,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,"Colon",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","GI",6.26007138798508
"1644","Speranza et al. 2020","ES_AGM6",3,2,"Invasive",1,"Nasal mucosa","5.88",1,0,"-9",0,1,NA,NA,-9,-9,"E","E",4,NA,NA,NA,NA,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,"Nasal tissue (Mucosa)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
"1645","Speranza et al. 2020","ES_AGM6",3,2,"Invasive",1,"Oropharynx","4.79",1,0,"-9",0,1,NA,NA,-9,-9,"E","E",4,NA,NA,NA,NA,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,"Oropharynx",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
"1646","Speranza et al. 2020","ES_AGM6",3,2,"Invasive",1,"Trachea","5.59",1,0,"4.21",1,0,NA,NA,-9,-9,"E","E",4,NA,NA,NA,NA,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,"Trachea",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1647","Speranza et al. 2020","ES_AGM6",3,2,"Invasive",1,"Bronchus (right)","5.9",1,0,"4.36",1,0,NA,NA,-9,-9,"E","E",4,NA,NA,NA,NA,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,"Bronchus (Right)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1648","Speranza et al. 2020","ES_AGM6",3,2,"Invasive",1,"Bronchus (left)","6.49",1,0,"5",1,0,NA,NA,-9,-9,"E","E",4,NA,NA,NA,NA,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,"Bronchus (Left)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1649","Speranza et al. 2020","ES_AGM7",1,1,"Non-invasive",0,"Nasal Swab","7.213032",1,0,"4.961034",1,0,"2.5",1,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Nasal Sample",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
"1650","Speranza et al. 2020","ES_AGM7",3,2,"Non-invasive",0,"Nasal Swab","6.133373",1,0,"4.771491",1,0,"0.75",1,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Nasal Sample",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
"1651","Speranza et al. 2020","ES_AGM7",5,2,"Non-invasive",0,"Nasal Swab","5.526579",1,0,"3.777809",1,0,"-9",0,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Nasal Sample",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
"1652","Speranza et al. 2020","ES_AGM7",7,2,"Non-invasive",0,"Nasal Swab","4.987001",1,0,"3.487999",1,0,"-9",0,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Nasal Sample",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
"1653","Speranza et al. 2020","ES_AGM7",10,2,"Non-invasive",0,"Nasal Swab","4.142835",1,0,"-9",0,1,"-9",0,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Nasal Sample",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
"1654","Speranza et al. 2020","ES_AGM7",1,1,"Non-invasive",0,"Throat Swab","7.477717",1,0,"5.515837",1,0,"3.5",1,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Oropharyngeal Sample",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
"1655","Speranza et al. 2020","ES_AGM7",3,2,"Non-invasive",0,"Throat Swab","-9",0,1,NA,NA,NA,"-9",0,NA,-9,"E",NA,NA,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL",NA,"log10 TCID50/mL","Unknown","Unknown",NA,NA,"Unknown","Unknown","Oropharyngeal Sample",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
"1656","Speranza et al. 2020","ES_AGM7",5,2,"Non-invasive",0,"Throat Swab","5.271721",1,0,"-9",0,1,"-9",0,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Oropharyngeal Sample",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
"1657","Speranza et al. 2020","ES_AGM7",7,2,"Non-invasive",0,"Throat Swab","5.637429",1,0,"3.899729",1,0,"0.75",1,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Oropharyngeal Sample",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
"1658","Speranza et al. 2020","ES_AGM7",10,2,"Non-invasive",0,"Throat Swab","-9",0,1,NA,NA,NA,"-9",0,NA,-9,"E",NA,NA,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL",NA,"log10 TCID50/mL","Unknown","Unknown",NA,NA,"Unknown","Unknown","Oropharyngeal Sample",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
"1659","Speranza et al. 2020","ES_AGM7",1,1,"Non-invasive",0,"BAL","9.633576",1,0,"7.945411",1,0,"6.5",1,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","BAL",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1660","Speranza et al. 2020","ES_AGM7",3,2,"Non-invasive",0,"BAL","7.606407",1,0,"6.727209",1,0,"1.75",1,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","BAL",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1661","Speranza et al. 2020","ES_AGM7",5,2,"Non-invasive",0,"BAL","7.498009",1,0,"6.675077",1,0,"0.75",1,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","BAL",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1662","Speranza et al. 2020","ES_AGM7",10,3,"Invasive",1,"Lung (right upper lobe)","6.39",1,0,"5.09",1,0,"-9",0,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL","+/- virus isolation","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Lung (Right upper)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1663","Speranza et al. 2020","ES_AGM7",10,3,"Invasive",1,"Lung (right middle lobe)","-9",0,1,NA,NA,NA,"-9",0,NA,-9,"E",NA,NA,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL",NA,"+/- virus isolation","Unknown","Unknown",NA,NA,"Unknown","Unknown","Lung (Right middle)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1664","Speranza et al. 2020","ES_AGM7",10,3,"Invasive",1,"Lung (right lower lobe)","6.42",1,0,"4.24",1,0,"-9",0,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL","+/- virus isolation","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Lung (Right lower)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1665","Speranza et al. 2020","ES_AGM7",10,3,"Invasive",1,"Lung (left upper lobe)","5.05",1,0,"-9",0,1,"-9",0,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL","+/- virus isolation","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Lung (Left upper)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1666","Speranza et al. 2020","ES_AGM7",10,3,"Invasive",1,"Lung (left middle lobe)","6.49",1,0,"5.17",1,0,"-9",0,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL","+/- virus isolation","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Lung (Left middle)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1667","Speranza et al. 2020","ES_AGM7",10,3,"Invasive",1,"Lung (left lower lobe)","6.49",1,0,"5.01",1,0,"-9",0,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL","+/- virus isolation","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Lung (Left lower)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1668","Speranza et al. 2020","ES_AGM7",10,3,"Invasive",1,"Duodenum","8.0299999999999994",1,0,"7.54",1,0,NA,NA,-9,-9,"E","E",4,NA,NA,NA,NA,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,"Small intestine (Duodenum)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","GI",6.26007138798508
"1669","Speranza et al. 2020","ES_AGM7",10,3,"Invasive",1,"Jejunum","4.0599999999999996",1,0,"-9",0,1,NA,NA,-9,-9,"E","E",4,NA,NA,NA,NA,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,"Small intestine (Jejunum)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","GI",6.26007138798508
"1670","Speranza et al. 2020","ES_AGM7",10,3,"Invasive",1,"Ileum","-9",0,1,"-9",0,1,NA,NA,-9,-9,"E","E",4,NA,NA,NA,NA,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,"Small intestine (Ileum)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","GI",6.26007138798508
"1671","Speranza et al. 2020","ES_AGM7",10,3,"Invasive",1,"Cecum","4.4800000000000004",1,0,"-9",0,1,NA,NA,-9,-9,"E","E",4,NA,NA,NA,NA,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,"Colon (Cecum)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","GI",6.26007138798508
"1672","Speranza et al. 2020","ES_AGM7",10,3,"Invasive",1,"Colon","3.82",1,0,"-9",0,1,NA,NA,-9,-9,"E","E",4,NA,NA,NA,NA,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,"Colon",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","GI",6.26007138798508
"1673","Speranza et al. 2020","ES_AGM7",10,2,"Invasive",1,"Trachea","5.27",1,0,"-9",0,1,NA,NA,-9,-9,"E","E",4,NA,NA,NA,NA,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,"Trachea",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1674","Speranza et al. 2020","ES_AGM7",10,2,"Invasive",1,"Bronchus (right)","4.49",1,0,"-9",0,1,NA,NA,-9,-9,"E","E",4,NA,NA,NA,NA,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Male",0,"log10 gRNA copies/mL","log10 sgRNA copies/mL",NA,"Unknown","Unknown","Unknown","Unknown",NA,NA,"Bronchus (Right)",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","LRT",6.26007138798508
"1675","Speranza et al. 2020","ES_AGM8",1,1,"Non-invasive",0,"Nasal Swab","6.201542",1,0,"-9",0,1,"0.75",1,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Nasal Sample",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
"1676","Speranza et al. 2020","ES_AGM8",3,2,"Non-invasive",0,"Nasal Swab","6.85813",1,0,"5.301477",1,0,"-9",0,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Nasal Sample",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
"1677","Speranza et al. 2020","ES_AGM8",5,2,"Non-invasive",0,"Nasal Swab","3.516375",1,0,"-9",0,1,"-9",0,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Nasal Sample",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
"1678","Speranza et al. 2020","ES_AGM8",7,2,"Non-invasive",0,"Nasal Swab","3.083627",1,0,"-9",0,1,"-9",0,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Nasal Sample",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
"1679","Speranza et al. 2020","ES_AGM8",10,2,"Non-invasive",0,"Nasal Swab","4.559339",1,0,"-9",0,1,"-9",0,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Nasal Sample",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
"1680","Speranza et al. 2020","ES_AGM8",1,1,"Non-invasive",0,"Throat Swab","6.549156",1,0,"4.854104",1,0,"1.25",1,-9,-9,"E","E",4,"Vero E6",1,"TCID50",0,"african green monkey",3,"Adult","Unknown (wild-caught)","Adult",2,"Female",1,"log10 gRNA copies/mL","log10 sgRNA copies/mL","log10 TCID50/mL","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Oropharyngeal Sample",1820000,2600000,"IT, IN, OR, OC","TCID50","SARS-CoV-2/human/USA/WA1/2020","URT",6.26007138798508
